Shape *,admin4Name_en,admin4Pcode,admin4RefName,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,Shape_Length,Shape_Area
Polygon,Bagollay,SL03041201,Bagollay,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.096624,0.000561
Polygon,Bapawa,SL03041202,Bapawa,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.266738,0.002302
Polygon,Batowa,SL03041203,Batowa,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.247065,0.001171
Polygon,Bekowa,SL03041204,Bekowa,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.109459,0.000547
Polygon,Deyombo,SL03041205,Deyombo,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.121286,0.000911
Polygon,Fortune,SL03041206,Fortune,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.141004,0.000731
Polygon,Kpukumu,SL03041209,Kpukumu,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.356938,0.002449
Polygon,Seiwoh,SL03041210,Seiwoh,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.19468,0.001814
Polygon,Yabai,SL03041212,Yabai,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.185291,0.001608
Polygon,Mathirie,SL02041213,Mathirie,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,0.233526,0.00309
Polygon,Rogbla,SL02040113,Rogbla,Bureh Kasseh Ma,SL020401,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,0.235714,0.001671
Polygon,Bakoi,SL03040401,Bakoi,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.350381,0.004405
Polygon,Jakema II,SL03040207,Jakema II,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.31714,0.002921
Polygon,Kemo-Bo,SL03041207,Kemo-Bo,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.121892,0.000894
Polygon,Banyande,SL03040402,Banyande,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.276786,0.0039
Polygon,Pelegbulor,SL03040213,Pelegbulor,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.385395,0.005507
Polygon,Jassende Kpeima,SL03040301,Jassende Kpeima,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.310661,0.003577
Polygon,Jassende Masaoma,SL03040302,Jassende Masaoma,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.267785,0.002116
Polygon,Kabonde,SL03040403,Kabonde,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.249407,0.003445
Polygon,Fikie,SL03020201,Fikie,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.217131,0.001915
Polygon,Tongowa,SL03010905,Tongowa,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,0.281315,0.003368
Polygon,Vanjelu,SL03011406,Vanjelu,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,0.216973,0.002663
Polygon,Dakona,SL03040101,Dakona,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.310417,0.004711
Polygon,Gbengain,SL03020202,Gbengain,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.261731,0.002398
Polygon,Kondogbe,SL03040404,Kondogbe,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.285209,0.002912
Polygon,Petifu Bana,SL02040208,Petifu Bana,Buya Romende,SL020402,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,0.189039,0.002038
Polygon,Gbondubum,SL03020203,Gbondubum,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.220159,0.001866
Polygon,Duramania,SL02020104,Duramania,Bramaia,SL020201,Kambia,SL0202,Northern,SL02,Sierra Leone,SL,0.201295,0.002275
Polygon,Senjehun,SL03020604,Senjehun,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.247497,0.002059
Polygon,Sewama,SL03020605,Sewama,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.190705,0.001545
Polygon,Taokunor,SL03020606,Taokunor,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.192322,0.001928
Polygon,Kwako Lanten,SL03020702,Kwako Lanten,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.151417,0.001259
Polygon,Massa Settie,SL03020703,Massa Settie,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.216272,0.002974
Polygon,Mosenten Sahen II,SL03020704,Mosenten Sahen II,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.299175,0.003203
Polygon,Tubla,SL03020705,Tubla,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.275739,0.003782
Polygon,Bohol,SL03020802,Bohol,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.376489,0.002791
Polygon,Bullom,SL03020803,Bullom,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.326186,0.003698
Polygon,Garinga,SL03020804,Garinga,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.402757,0.006291
Polygon,Gbangbassa,SL03020805,Gbangbassa,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.322149,0.003153
Polygon,Gbap,SL03020806,Gbap,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.162212,0.001528
Polygon,Hahun,SL03020807,Hahun,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.273632,0.002537
Polygon,Kessie,SL03020808,Kessie,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.275075,0.003728
Polygon,Manyime,SL03020809,Manyime,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.231447,0.002522
Polygon,Pelewahun,SL03020810,Pelewahun,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.235247,0.002476
Polygon,Salma,SL03020811,Salma,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.253308,0.001906
Polygon,Solon,SL03020812,Solon,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.241879,0.003003
Polygon,Torma Subu,SL03020813,Torma Subu,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.400685,0.008473
Polygon,Sahaya,SL03020908,Sahaya,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.416767,0.006813
Polygon,Sahn-Gbegu,SL03020909,Sahn-Gbegu,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.242004,0.002749
Polygon,Sampoh,SL03020910,Sampoh,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.207121,0.002459
Polygon,Roponka,SL02041217,Roponka,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,0.233025,0.002047
Polygon,Fallay,SL03040102,Fallay,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.434315,0.00751
Polygon,Jougba,SL03040103,Jougba,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.421929,0.006302
Polygon,Karjei,SL03040104,Karjei,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.238291,0.003071
Polygon,Bondor,SL03040201,Bondor,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.22295,0.002725
Polygon,Dabeni,SL03040202,Dabeni,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.147508,0.001109
Polygon,Laimba,SL03040105,Laimba,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.547772,0.005675
Polygon,Malla,SL03040106,Malla,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.222559,0.001004
Polygon,Sonjour I,SL03040107,Sonjour I,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.278571,0.00384
Polygon,Sonjour II,SL03040108,Sonjour II,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.333824,0.005796
Polygon,Tetima,SL03040109,Tetima,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.240725,0.00213
Polygon,Jassende Ngoleima,SL03040304,Jassende Ngoleima,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.12439,0.000683
Polygon,Dakona,SL03040203,Dakona,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.404633,0.003795
Polygon,Gendema I,SL03040204,Gendema I,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.533258,0.009661
Polygon,Gendema II,SL03040205,Gendema II,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.169035,0.001266
Polygon,Jakema I,SL03040206,Jakema I,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.35984,0.003426
Polygon,Kemo-wa,SL03041208,Kemo-wa,Yakemu Kpukumu,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.103893,0.000456
Polygon,Joya,SL03040208,Joya,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.386495,0.007362
Polygon,Kemokai,SL03040209,Kemokai,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.279768,0.002682
Polygon,Kortugbu,SL03040210,Kortugbu,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.249289,0.002841
Polygon,Mallah,SL03040211,Mallah,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.229318,0.00175
Polygon,Mewah,SL03040212,Mewah,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.290602,0.003511
Polygon,Jassende Ngoleima,SL03040303,Jassende Ngoleima,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.394182,0.004389
Polygon,Nyango - Njeigbla,SL03040305,Nyango - Njeigbla,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.280775,0.001987
Polygon,Nyango-Ngoleihun,SL03040306,Nyango-Ngoleihun,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.199653,0.001967
Polygon,Parvu,SL03040307,Parvu,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.254292,0.002562
Polygon,Sarbah,SL03040308,Sarbah,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.47844,0.007613
Polygon,Lower Kayiemba,SL03040405,Lower Kayiemba,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.172528,0.001545
Polygon,Samba,SL03040408,Samba,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.41273,0.00602
Polygon,Upper Kayiemba,SL03040410,Upper Kayiemba,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.377132,0.002371
Polygon,Kengo,SL03040501,Kengo,Makpele,SL030405,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.228007,0.001531
Polygon,Panga,SL03040406,Panga,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.673977,0.007677
Polygon,Pessekeh,SL03040407,Pessekeh,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.242105,0.00264
Polygon,Setti-Yakanday,SL03040409,Setti-Yakanday,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.340568,0.005844
Polygon,Samagbe,SL03040502,Samagbe,Makpele,SL030405,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.78632,0.015639
Polygon,Kakpanda,SL03040603,Kakpanda,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.244969,0.00303
Polygon,Seitua,SL03040503,Seitua,Makpele,SL030405,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.422725,0.003931
Polygon,Gbomotie,SL03040701,Gbomotie,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.18907,0.002
Polygon,Selimeh,SL03040504,Selimeh,Makpele,SL030405,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.675821,0.011853
Polygon,Bahoin,SL03040601,Bahoin,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.173582,0.001541
Polygon,Kahaimoh,SL03040602,Kahaimoh,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.340211,0.004073
Polygon,Kemoh,SL03040604,Kemoh,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.239545,0.002712
Polygon,Sabba II,SL03041103,Sabba II,Sowa,SL030411,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.270535,0.004065
Polygon,Korwa,SL03040605,Korwa,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.234074,0.001762
Polygon,Lower Pemba,SL03040606,Lower Pemba,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.274935,0.002287
Polygon,Seijeila,SL03040607,Seijeila,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.236209,0.002114
Polygon,Taukunor,SL03040608,Taukunor,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.266939,0.002611
Polygon,Sowa,SL03040708,Sowa,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.231698,0.002876
Polygon,Upper Pemba,SL03040609,Upper Pemba,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.224622,0.002479
Polygon,Kemoh,SL03040702,Kemoh,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.430854,0.003597
Polygon,Makpondo,SL03040703,Makpondo,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.116662,0.000789
Polygon,Masanda Majagbe,SL03040704,Masanda Majagbe,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.291637,0.003723
Polygon,Pullie,SL03040706,Pullie,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.17292,0.001191
Polygon,Sitta,SL03040707,Sitta,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.253048,0.003294
Polygon,Fassei,SL03040801,Fassei,Panga krim,SL030408,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.336735,0.003005
Polygon,Nimima,SL01011205,Nimima,Penguia,SL010112,Kailahun,SL0101,Eastern,SL01,Sierra Leone,SL,0.34013,0.006158
Polygon,Pemagbie,SL03040802,Pemagbie,Panga krim,SL030408,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.185575,0.001009
Polygon,Samba,SL03040803,Samba,Panga krim,SL030408,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.145593,0.000955
Polygon,Somasa,SL03040804,Somasa,Panga krim,SL030408,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.189674,0.001752
Polygon,Koilenga,SL03040901,Koilenga,Pejeh(Futa peje,SL030409,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.239161,0.0025
Polygon,Pejeh East,SL03040902,Pejeh East,Pejeh(Futa peje,SL030409,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.311363,0.00392
Polygon,Pejeh West,SL03040903,Pejeh West,Pejeh(Futa peje,SL030409,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.383247,0.004522
Polygon,Kemokai,SL03041001,Kemokai,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.266381,0.004015
Polygon,Kengo,SL03041002,Kengo,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.354637,0.005531
Polygon,Kiazombo,SL03041003,Kiazombo,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.474785,0.003973
Polygon,Mano - River,SL03041004,Mano - River,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.436201,0.008389
Polygon,Massaquoi I,SL03041005,Massaquoi I,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.310775,0.004097
Polygon,Massaquoi II,SL03041006,Massaquoi II,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.439313,0.007524
Polygon,Moiwebu,SL03041007,Moiwebu,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.29628,0.00481
Polygon,Sabba I,SL03041102,Sabba I,Sowa,SL030411,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.356219,0.006328
Polygon,Upper Geoma,SL03041104,Upper Geoma,Sowa,SL030411,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.356732,0.005041
Polygon,Zoker I,SL03041008,Zoker I,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.544189,0.013006
Polygon,Zoker II,SL03041009,Zoker II,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.240465,0.00185
Polygon,Zombo,SL03041010,Zombo,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.390509,0.006449
Polygon,Lower Geoma,SL03041101,Lower Geoma,Sowa,SL030411,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,0.281572,0.003646
Polygon,Gba-Cha,SL03020101,Gba-Cha,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.310279,0.002784
Polygon,Sokenteh,SL03020102,Sokenteh,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.337932,0.004459
Polygon,Laylay,SL02030911,Laylay,Sulima,SL020309,Koinadugu,SL0203,Northern,SL02,Sierra Leone,SL,0.13408,0.000706
Polygon,Tissagbe,SL03020103,Tissagbe,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.270385,0.002834
Polygon,Yallan-gbokie,SL03020104,Yallan-gbokie,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.464369,0.009105
Polygon,Koimato,SL03020204,Koimato,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.328905,0.00551
Polygon,Lanje,SL03020205,Lanje,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.249123,0.002986
Polygon,Tamba,SL03020206,Tamba,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.263024,0.003514
Polygon,Torma,SL03020207,Torma,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.318418,0.004662
Polygon,Yargbe,SL03020208,Yargbe,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.300843,0.003802
Polygon,Tun-Tun Sullay,SL03020706,Tun-Tun Sullay,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.316552,0.005953
Polygon,Yawma,SL03020209,Yawma,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.291428,0.003406
Polygon,Chepo,SL03020301,Chepo,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.213224,0.000807
Polygon,Dema,SL03020302,Dema,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.233253,0.001733
Polygon,Yoh,SL03020304,Yoh,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.327972,0.003476
Polygon,Yikie Karbay,SL03020707,Yikie Karbay,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.240063,0.002205
Polygon,Turtle Islands,SL03020303,Turtle Islands,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.730108,0.00117
Polygon,Babum,SL03020401,Babum,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.321015,0.004002
Polygon,Bapus,SL03020402,Bapus,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.608812,0.008774
Polygon,Bigo,SL03020403,Bigo,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.365523,0.006984
Polygon,Baoma,SL03020801,Baoma,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.253626,0.003115
Polygon,Moimaligie,SL03020405,Moimaligie,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.750846,0.014219
Polygon,Basiaka,SL03020501,Basiaka,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.404814,0.004374
Polygon,Bayengbe,SL03020502,Bayengbe,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.13226,0.000961
Polygon,Sokrapan,SL03020406,Sokrapan,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.868487,0.011786
Polygon,Beyinga,SL03020503,Beyinga,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.2423,0.002894
Polygon,Falewuja,SL03020504,Falewuja,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.332094,0.003506
Polygon,Kumabeh-Kwe,SL03020505,Kumabeh-Kwe,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.339853,0.003818
Polygon,Landi-Ngere,SL03020506,Landi-Ngere,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.464597,0.008583
Polygon,Timbo,SL02011015,Timbo,Sanda Loko,SL020110,Bombali,SL0201,Northern,SL02,Sierra Leone,SL,0.1144,0.000708
Polygon,Sopan-Cleveland,SL03020507,Sopan-Cleveland,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.50583,0.004321
Polygon,Tucker-Nyambe,SL03020508,Tucker-Nyambe,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.362522,0.00302
Polygon,Bewoni,SL03020602,Bewoni,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.286718,0.002382
Polygon,Gbonge,SL03020603,Gbonge,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.276306,0.003432
Polygon,Bamba,SL03020901,Bamba,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.259768,0.001631
Polygon,Gonoh,SL03020902,Gonoh,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.483984,0.008488
Polygon,Kamai,SL03020903,Kamai,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.357913,0.005164
Polygon,Kwalloh,SL03020904,Kwalloh,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.376502,0.004488
Polygon,Moh,SL03020905,Moh,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.405016,0.004382
Polygon,Ngepay,SL03020906,Ngepay,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.319253,0.003136
Polygon,Saama,SL03020907,Saama,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.245109,0.002085
Polygon,Yoni,SL03020911,Yoni,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.389804,0.003216
Polygon,Bakumba,SL03021001,Bakumba,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.187123,0.001125
Polygon,Beyorgboh,SL03021002,Beyorgboh,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.243621,0.002474
Polygon,Ndopie,SL03021003,Ndopie,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.263428,0.003358
Polygon,Pengor,SL03021004,Pengor,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.37067,0.004188
Polygon,Baryegbe,SL03021101,Baryegbe,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.248797,0.003297
Polygon,Hahun,SL03021102,Hahun,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.200827,0.001263
Polygon,Ketaway,SL03021103,Ketaway,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.268374,0.002995
Polygon,Semabu,SL03030309,Semabu,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,0.200904,0.002158
Polygon,Old Town,SL03011203,Old Town,Selenga,SL030112,Bo,SL0301,Southern,SL03,Sierra Leone,SL,0.255082,0.002976
Polygon,Mobulie,SL03021104,Mobulie,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.425828,0.003251
Polygon,Yorma,SL03021105,Yorma,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.364406,0.005037
Polygon,Kawaya,SL03030103,Kawaya,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,0.454992,0.005412
Polygon,Bonthe Town,SL03029101,Bonthe Town,Bonthe Urban,SL030291,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,0.311917,0.001237
Polygon,Benduma,SL03030101,Benduma,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,0.36436,0.00679
Polygon,Bambuibu Tommy,SL03030301,Bambuibu Tommy,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,0.247299,0.002337
Polygon,Kigbai,SL03030104,Kigbai,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,0.401375,0.00631
